Customer ID,age,Product Name,Product Type,Description,Sport,Product ID
CID276,19,Baseball Caps (Team Custom),Hats,Customizable baseball caps to show team spirit.,baseball,PID015
CID277,29,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID278,23,Laser Line Putting Laser,Putting Laser,Projects a laser line to aid putting alignment,golf,PID043
CID279,64,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID280,26,Titan X,Shin Guards,Lightweight and breathable shin guards with impact-absorbing padding for optimal protection.,soccer,PID000
CID280,26,Whisper Quiet Cart Umbrella,Golf Umbrella,Large umbrella designed for use on a golf cart,golf,PID032
CID280,26,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID280,26,Cyclone Spin Wedges (Set of 4),Wedge Set,Golf clubs for short-distance shots with high spin,golf,PID030
CID280,26,Kinetix Knee Brace X,Support,High-performance knee brace for added support and protection during play.,basketball,PID057
CID281,60,Sand Blaster Bunker Rake,Bunker Rake,Tool for smoothing sand in bunkers,golf,PID040
CID282,27,Baseball Backpack,Bag,Durable backpack with compartments for storing baseball equipment.,baseball,PID014
CID283,58,Cyclone Spin Wedges (Set of 4),Wedge Set,Golf clubs for short-distance shots with high spin,golf,PID030
CID284,38,Eagle Eye Rangefinder,Rangefinder,Device to measure distance to the green,golf,PID034
CID285,56,Batting Gloves (Youth),Gloves,Comfortable and lightweight batting gloves with finger protection for young players.,baseball,PID013
CID286,48,Sure-Strike Impact Mat,Practice Mat,Mat for practicing hitting golf balls,golf,PID037
CID287,20,Batting Gloves (Youth),Gloves,Comfortable and lightweight batting gloves with finger protection for young players.,baseball,PID013
CID288,57,Sky High Distance Balls (Dozen),Golf Balls,High-performance balls for maximum distance,golf,PID044
CID289,64,Eagle Eye Rangefinder,Rangefinder,Device to measure distance to the green,golf,PID034
CID289,64,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID289,64,Net Guardian Hockey Net,Net,Durable hockey net designed to withstand powerful slapshots.,hockey,PID026
CID289,64,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID290,26,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID290,26,FreeFlow Shooting Shirt,Shirt,Comfortable shooting shirt with a relaxed fit for unrestricted movement.,basketball,PID061
CID291,37,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID292,57,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID293,31,Double Duty Basketball by Iron Grip,Ball,Slightly heavier basketball for developing strength and shooting power.,basketball,PID051
CID294,24,Sand Blaster Bunker Rake,Bunker Rake,Tool for smoothing sand in bunkers,golf,PID040
CID294,24,Baseball Cleats (Metal),Cleats,Metal cleats for maximum traction on dirt fields.,baseball,PID016
CID294,24,CrossOver Magic Dribbling Aid,Training Aid,Hand-held training aid to improve dribbling skills and ball handling.,basketball,PID050
CID294,24,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID294,24,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID295,43,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID296,29,Agility Pro (Set of 10),Training Aid,Set of brightly colored cones for creating drills and improving agility.,soccer,PID004
CID296,29,Catcher's Mitt X,Mitt,Well-padded catcher's mitt for comfortable wear and superior impact protection.,baseball,PID010
CID296,29,Pitching Target Net,Net,Portable net for practicing pitching accuracy and pitch development.,baseball,PID017
CID296,29,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID296,29,Titan X,Shin Guards,Lightweight and breathable shin guards with impact-absorbing padding for optimal protection.,soccer,PID000
CID297,32,DuraNet (Set of 4),Equipment,Heavy-duty corner flags with weighted bases for secure positioning and weather resistance.,soccer,PID006
CID298,36,Tempest Waterproof Jacket,Golf Jacket,Waterproof jacket for playing in wet conditions,golf,PID036
CID298,36,Mini Hoop (Size 6),Ball,Smaller sized basketball for younger players to develop proper grip and shooting mechanics.,basketball,PID065
CID298,36,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID298,36,Arc Shot Compression Sleeve,Sleeve,Compression sleeve for promoting blood flow and reducing muscle fatigue during shooting.,basketball,PID060
CID298,36,GripZone Enhancer Spray,Grip,Spray-on solution for enhancing grip on the basketball for improved control.,basketball,PID054
CID298,36,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID298,36,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID299,55,BackCourt Back Support by Rebound RX,Support,Breathable back support for improved posture and pain relief.,basketball,PID048
CID300,54,Fresh Feet Deodorizer Spray,Deodorizer,Eliminates unpleasant odors from basketball shoes.,basketball,PID062
CID301,58,Kinetix Knee Brace X,Support,High-performance knee brace for added support and protection during play.,basketball,PID057
CID302,35,Hydration Hero,Hydration,Lightweight and insulated backpack with a hydration bladder for keeping players hydrated during training and games.,soccer,PID007
CID302,35,HandBlaze Warmers (Reusable),Warm Up,Reusable hand warmers to keep hands warm during cold weather games.,basketball,PID055
CID302,35,Mini Hoop (Size 6),Ball,Smaller sized basketball for younger players to develop proper grip and shooting mechanics.,basketball,PID065
CID302,35,Catcher's Mitt X,Mitt,Well-padded catcher's mitt for comfortable wear and superior impact protection.,baseball,PID010
CID302,35,Whisper Quiet Cart Umbrella,Golf Umbrella,Large umbrella designed for use on a golf cart,golf,PID032
CID302,35,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID302,35,Sky High Distance Balls (Dozen),Golf Balls,High-performance balls for maximum distance,golf,PID044
CID302,35,DuraNet (Set of 4),Equipment,Heavy-duty corner flags with weighted bases for secure positioning and weather resistance.,soccer,PID006
CID302,35,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID303,54,Mini Hoop (Size 6),Ball,Smaller sized basketball for younger players to develop proper grip and shooting mechanics.,basketball,PID065
CID304,16,HandBlaze Warmers (Reusable),Warm Up,Reusable hand warmers to keep hands warm during cold weather games.,basketball,PID055
CID305,41,Tour Lite Stand Bag,Golf Bag,Portable bag to carry golf clubs,golf,PID031
CID305,41,HyperFlex Elbow Pads,Pads,Flexible and lightweight elbow pads for unrestricted movement and enhanced protection.,hockey,PID022
CID306,17,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID307,24,Mini Hoop (Size 6),Ball,Smaller sized basketball for younger players to develop proper grip and shooting mechanics.,basketball,PID065
CID308,50,Baseball Caps (Team Custom),Hats,Customizable baseball caps to show team spirit.,baseball,PID015
CID308,50,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID308,50,QuickStrike Performance Shorts,Shorts,Lightweight and moisture-wicking shorts for optimal comfort and performance.,basketball,PID059
CID308,50,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID309,30,Baseball Caps (Team Custom),Hats,Customizable baseball caps to show team spirit.,baseball,PID015
CID310,45,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID311,34,Baseball Backpack,Bag,Durable backpack with compartments for storing baseball equipment.,baseball,PID014
CID312,44,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID312,44,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID312,44,BackCourt Back Support by Rebound RX,Support,Breathable back support for improved posture and pain relief.,basketball,PID048
CID312,44,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID312,44,Greenkeeper Ball Retriever,Ball Retriever,Tool to retrieve golf balls from water hazards,golf,PID033
CID312,44,Fresh Feet Deodorizer Spray,Deodorizer,Eliminates unpleasant odors from basketball shoes.,basketball,PID062
CID312,44,DuraNet (Set of 4),Equipment,Heavy-duty corner flags with weighted bases for secure positioning and weather resistance.,soccer,PID006
CID312,44,SweatStopper Wristbands,Sweatband,Absorbent wristbands to keep sweat out of your eyes during play.,basketball,PID064
CID312,44,Pro Touch,Ball,Durable training soccer ball with a textured surface for improved ball control and touch.,soccer,PID002
CID313,58,Hydration Hero,Hydration,Lightweight and insulated backpack with a hydration bladder for keeping players hydrated during training and games.,soccer,PID007
CID314,25,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID314,25,PowerShot Hockey Puck,Puck,Regulation-sized hockey puck for professional-grade performance.,hockey,PID025
CID315,49,Sand Blaster Bunker Rake,Bunker Rake,Tool for smoothing sand in bunkers,golf,PID040
CID316,16,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID316,16,eScore Portable Scoreboard,Equipment,Portable scoreboard for keeping track of points during games or practice.,basketball,PID052
CID317,36,Sure-Strike Impact Mat,Practice Mat,Mat for practicing hitting golf balls,golf,PID037
CID318,49,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID319,54,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID320,25,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID321,62,PowerShot Hockey Puck,Puck,Regulation-sized hockey puck for professional-grade performance.,hockey,PID025
CID322,43,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID323,58,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID324,17,Kinetix Knee Brace X,Support,High-performance knee brace for added support and protection during play.,basketball,PID057
CID325,52,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID325,52,Tour Champ Ball Marker Set,Ball Markers,Small discs used to mark the position of a golf ball,golf,PID046
CID325,52,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID325,52,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID325,52,eScore Portable Scoreboard,Equipment,Portable scoreboard for keeping track of points during games or practice.,basketball,PID052
CID325,52,Team Spirit Mesh Jersey (Customizable),Jersey,Breathable and customizable mesh jersey for showcasing team spirit or individual style.,basketball,PID058
CID326,63,Whisper Quiet Cart Umbrella,Golf Umbrella,Large umbrella designed for use on a golf cart,golf,PID032
CID327,37,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID328,24,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID329,43,Double Duty Basketball by Iron Grip,Ball,Slightly heavier basketball for developing strength and shooting power.,basketball,PID051
CID330,37,Pro Touch,Ball,Durable training soccer ball with a textured surface for improved ball control and touch.,soccer,PID002
CID330,37,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID330,37,Arc Shot Compression Sleeve,Sleeve,Compression sleeve for promoting blood flow and reducing muscle fatigue during shooting.,basketball,PID060
CID330,37,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID330,37,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID330,37,Grip Master Practice Swing Tool,Swing Trainer,Tool to strengthen grip muscles,golf,PID045
CID330,37,Flight Path Alignment Sticks (Set of 3),Alignment Sticks,Rods used to visualize clubface and swing path,golf,PID041
CID331,30,Greenkeeper Ball Retriever,Ball Retriever,Tool to retrieve golf balls from water hazards,golf,PID033
CID331,30,FreeFlow Shooting Shirt,Shirt,Comfortable shooting shirt with a relaxed fit for unrestricted movement.,basketball,PID061
CID331,30,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID331,30,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID332,62,TravelStar Folding Basketball,Ball,Foldable basketball for convenient storage and portability on the go.,basketball,PID063
CID333,18,TrueFit Shoulder Pads,Pads,Adjustable shoulder pads for a comfortable and secure fit.,hockey,PID023
CID334,47,Whisper Quiet Cart Umbrella,Golf Umbrella,Large umbrella designed for use on a golf cart,golf,PID032
CID334,47,TrueFit Shoulder Pads,Pads,Adjustable shoulder pads for a comfortable and secure fit.,hockey,PID023
CID334,47,Sliding Shorts,Pants,Padded sliding shorts for protection during slides into bases.,baseball,PID018
CID334,47,Baseball Backpack,Bag,Durable backpack with compartments for storing baseball equipment.,baseball,PID014
CID334,47,IceShield Shin Guards,Shin Guards,Durable shin guards with impact-absorbing padding for optimal protection.,hockey,PID020
CID334,47,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID334,47,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID335,63,CrossOver Magic Dribbling Aid,Training Aid,Hand-held training aid to improve dribbling skills and ball handling.,basketball,PID050
CID336,46,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID337,49,Flight Path Alignment Sticks (Set of 3),Alignment Sticks,Rods used to visualize clubface and swing path,golf,PID041
CID337,49,DuraNet (Set of 4),Equipment,Heavy-duty corner flags with weighted bases for secure positioning and weather resistance.,soccer,PID006
CID337,49,Titan X,Shin Guards,Lightweight and breathable shin guards with impact-absorbing padding for optimal protection.,soccer,PID000
CID338,39,Baseball Backpack,Bag,Durable backpack with compartments for storing baseball equipment.,baseball,PID014
CID339,32,Tour Lite Stand Bag,Golf Bag,Portable bag to carry golf clubs,golf,PID031
CID340,16,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID341,23,TravelStar Folding Basketball,Ball,Foldable basketball for convenient storage and portability on the go.,basketball,PID063
CID342,30,Catcher's Mitt X,Mitt,Well-padded catcher's mitt for comfortable wear and superior impact protection.,baseball,PID010
CID343,16,TrueFit Shoulder Pads,Pads,Adjustable shoulder pads for a comfortable and secure fit.,hockey,PID023
CID344,17,Cyclone Spin Wedges (Set of 4),Wedge Set,Golf clubs for short-distance shots with high spin,golf,PID030
CID345,61,Sure-Strike Impact Mat,Practice Mat,Mat for practicing hitting golf balls,golf,PID037
CID346,52,Agility Pro (Set of 10),Training Aid,Set of brightly colored cones for creating drills and improving agility.,soccer,PID004
CID346,52,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID346,52,Flight Path Alignment Sticks (Set of 3),Alignment Sticks,Rods used to visualize clubface and swing path,golf,PID041
CID346,52,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID346,52,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID347,28,Greenkeeper Ball Retriever,Ball Retriever,Tool to retrieve golf balls from water hazards,golf,PID033
CID348,64,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID349,57,HyperFlex Elbow Pads,Pads,Flexible and lightweight elbow pads for unrestricted movement and enhanced protection.,hockey,PID022
CID350,38,Baseball Cleats (Metal),Cleats,Metal cleats for maximum traction on dirt fields.,baseball,PID016
CID351,63,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID352,32,Fresh Feet Deodorizer Spray,Deodorizer,Eliminates unpleasant odors from basketball shoes.,basketball,PID062
CID353,62,Whisper Quiet Cart Umbrella,Golf Umbrella,Large umbrella designed for use on a golf cart,golf,PID032
CID353,62,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID353,62,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID353,62,CrossOver Magic Dribbling Aid,Training Aid,Hand-held training aid to improve dribbling skills and ball handling.,basketball,PID050
CID353,62,Eagle Eye Rangefinder,Rangefinder,Device to measure distance to the green,golf,PID034
CID353,62,AirRise Portable Basketball Hoop,Hoop,Portable basketball hoop with an inflatable base for easy setup and storage.,basketball,PID056
CID354,43,Arc Shot Compression Sleeve,Sleeve,Compression sleeve for promoting blood flow and reducing muscle fatigue during shooting.,basketball,PID060
CID354,43,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID354,43,Mini Hoop (Size 6),Ball,Smaller sized basketball for younger players to develop proper grip and shooting mechanics.,basketball,PID065
CID354,43,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID354,43,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID354,43,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID354,43,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID354,43,Batting Tee,Training Aid,Adjustable height batting tee for practicing swings and improving hitting technique.,baseball,PID012
CID355,45,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID356,56,Aero X Distance Driver,Driver,Golf club for the longest distance shots,golf,PID029
CID357,16,Catcher's Mitt X,Mitt,Well-padded catcher's mitt for comfortable wear and superior impact protection.,baseball,PID010
CID358,49,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID359,57,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID359,57,Tempest Waterproof Jacket,Golf Jacket,Waterproof jacket for playing in wet conditions,golf,PID036
CID359,57,SweatStopper Wristbands,Sweatband,Absorbent wristbands to keep sweat out of your eyes during play.,basketball,PID064
CID359,57,Kinetix Knee Brace X,Support,High-performance knee brace for added support and protection during play.,basketball,PID057
CID359,57,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID359,57,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID360,39,Team Spirit Mesh Jersey (Customizable),Jersey,Breathable and customizable mesh jersey for showcasing team spirit or individual style.,basketball,PID058
CID361,28,Hydration Hero,Hydration,Lightweight and insulated backpack with a hydration bladder for keeping players hydrated during training and games.,soccer,PID007
CID362,53,Team Spirit Mesh Jersey (Customizable),Jersey,Breathable and customizable mesh jersey for showcasing team spirit or individual style.,basketball,PID058
CID363,27,Hydration Hero,Hydration,Lightweight and insulated backpack with a hydration bladder for keeping players hydrated during training and games.,soccer,PID007
CID364,39,Grip Master Practice Swing Tool,Swing Trainer,Tool to strengthen grip muscles,golf,PID045
CID365,30,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID365,30,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID366,28,Baseball Cleats (Metal),Cleats,Metal cleats for maximum traction on dirt fields.,baseball,PID016
CID366,28,Batting Tee,Training Aid,Adjustable height batting tee for practicing swings and improving hitting technique.,baseball,PID012
CID366,28,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID366,28,Baseball Backpack,Bag,Durable backpack with compartments for storing baseball equipment.,baseball,PID014
CID367,61,Baseball Cleats (Metal),Cleats,Metal cleats for maximum traction on dirt fields.,baseball,PID016
CID367,61,Kinetix Knee Brace X,Support,High-performance knee brace for added support and protection during play.,basketball,PID057
CID367,61,Cyclone Spin Wedges (Set of 4),Wedge Set,Golf clubs for short-distance shots with high spin,golf,PID030
CID367,61,IceShield Shin Guards,Shin Guards,Durable shin guards with impact-absorbing padding for optimal protection.,hockey,PID020
CID367,61,Titan X,Shin Guards,Lightweight and breathable shin guards with impact-absorbing padding for optimal protection.,soccer,PID000
CID367,61,Tour Lite Stand Bag,Golf Bag,Portable bag to carry golf clubs,golf,PID031
CID367,61,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID368,56,Grip Master Practice Swing Tool,Swing Trainer,Tool to strengthen grip muscles,golf,PID045
CID368,56,Sliding Shorts,Pants,Padded sliding shorts for protection during slides into bases.,baseball,PID018
CID368,56,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID368,56,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID368,56,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID368,56,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID368,56,Kinetix Knee Brace X,Support,High-performance knee brace for added support and protection during play.,basketball,PID057
CID368,56,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID368,56,Greenkeeper Ball Retriever,Ball Retriever,Tool to retrieve golf balls from water hazards,golf,PID033
CID369,32,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID370,38,Grip Master Practice Swing Tool,Swing Trainer,Tool to strengthen grip muscles,golf,PID045
CID371,62,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID371,62,eScore Portable Scoreboard,Equipment,Portable scoreboard for keeping track of points during games or practice.,basketball,PID052
CID371,62,Sure-Strike Impact Mat,Practice Mat,Mat for practicing hitting golf balls,golf,PID037
CID371,62,SweatStopper Wristbands,Sweatband,Absorbent wristbands to keep sweat out of your eyes during play.,basketball,PID064
CID371,62,Batting Tee,Training Aid,Adjustable height batting tee for practicing swings and improving hitting technique.,baseball,PID012
CID371,62,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID371,62,FreeFlow Shooting Shirt,Shirt,Comfortable shooting shirt with a relaxed fit for unrestricted movement.,basketball,PID061
CID372,38,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID373,58,Hydration Hero,Hydration,Lightweight and insulated backpack with a hydration bladder for keeping players hydrated during training and games.,soccer,PID007
CID374,41,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID375,19,Team Spirit Mesh Jersey (Customizable),Jersey,Breathable and customizable mesh jersey for showcasing team spirit or individual style.,basketball,PID058
CID376,24,Greenkeeper Ball Retriever,Ball Retriever,Tool to retrieve golf balls from water hazards,golf,PID033
CID377,62,Baseball Caps (Team Custom),Hats,Customizable baseball caps to show team spirit.,baseball,PID015
CID378,40,HandBlaze Warmers (Reusable),Warm Up,Reusable hand warmers to keep hands warm during cold weather games.,basketball,PID055
CID378,40,Team Spirit Mesh Jersey (Customizable),Jersey,Breathable and customizable mesh jersey for showcasing team spirit or individual style.,basketball,PID058
CID378,40,PowerShot Hockey Puck,Puck,Regulation-sized hockey puck for professional-grade performance.,hockey,PID025
CID378,40,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID378,40,Baseball Cleats (Metal),Cleats,Metal cleats for maximum traction on dirt fields.,baseball,PID016
CID378,40,Kinetix Knee Brace X,Support,High-performance knee brace for added support and protection during play.,basketball,PID057
CID379,61,HandBlaze Warmers (Reusable),Warm Up,Reusable hand warmers to keep hands warm during cold weather games.,basketball,PID055
CID379,61,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID379,61,Agility Pro (Set of 10),Training Aid,Set of brightly colored cones for creating drills and improving agility.,soccer,PID004
CID379,61,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID379,61,Hydration Hero,Hydration,Lightweight and insulated backpack with a hydration bladder for keeping players hydrated during training and games.,soccer,PID007
CID379,61,Fresh Feet Deodorizer Spray,Deodorizer,Eliminates unpleasant odors from basketball shoes.,basketball,PID062
CID379,61,Sliding Shorts,Pants,Padded sliding shorts for protection during slides into bases.,baseball,PID018
CID380,59,Double Duty Basketball by Iron Grip,Ball,Slightly heavier basketball for developing strength and shooting power.,basketball,PID051
CID381,31,Titan X,Shin Guards,Lightweight and breathable shin guards with impact-absorbing padding for optimal protection.,soccer,PID000
CID381,31,Double Duty Basketball by Iron Grip,Ball,Slightly heavier basketball for developing strength and shooting power.,basketball,PID051
CID381,31,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID381,31,GripZone Enhancer Spray,Grip,Spray-on solution for enhancing grip on the basketball for improved control.,basketball,PID054
CID381,31,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID381,31,QuickStrike Performance Shorts,Shorts,Lightweight and moisture-wicking shorts for optimal comfort and performance.,basketball,PID059
CID381,31,Sky High Distance Balls (Dozen),Golf Balls,High-performance balls for maximum distance,golf,PID044
CID381,31,Sand Blaster Bunker Rake,Bunker Rake,Tool for smoothing sand in bunkers,golf,PID040
CID381,31,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID382,57,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID382,57,Catcher's Mitt X,Mitt,Well-padded catcher's mitt for comfortable wear and superior impact protection.,baseball,PID010
CID382,57,Tour Lite Stand Bag,Golf Bag,Portable bag to carry golf clubs,golf,PID031
CID382,57,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID382,57,Cyclone Spin Wedges (Set of 4),Wedge Set,Golf clubs for short-distance shots with high spin,golf,PID030
CID383,17,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID384,58,Pro Touch,Ball,Durable training soccer ball with a textured surface for improved ball control and touch.,soccer,PID002
CID385,63,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID386,45,HyperFlex Elbow Pads,Pads,Flexible and lightweight elbow pads for unrestricted movement and enhanced protection.,hockey,PID022
CID387,50,Baseball Caps (Team Custom),Hats,Customizable baseball caps to show team spirit.,baseball,PID015
CID388,43,Sure-Strike Impact Mat,Practice Mat,Mat for practicing hitting golf balls,golf,PID037
CID388,43,DuraNet (Set of 4),Equipment,Heavy-duty corner flags with weighted bases for secure positioning and weather resistance.,soccer,PID006
CID388,43,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID388,43,GripZone Enhancer Spray,Grip,Spray-on solution for enhancing grip on the basketball for improved control.,basketball,PID054
CID388,43,Tour Lite Stand Bag,Golf Bag,Portable bag to carry golf clubs,golf,PID031
CID388,43,eScore Portable Scoreboard,Equipment,Portable scoreboard for keeping track of points during games or practice.,basketball,PID052
